FID,X,Y,Aspect,DEM,DisToLinea,LineaDen,NDVI,Plan_Curva,Profile_Cu,Slope,Slope_Leng,STI,SPI,TPI,TWI,VRM,LULC_2015,habitat,GDP,DisFromRiv,DisFromRoa,target
815,109.63 ,32.47 ,53.1301003,959,2359.340088,0.0706201,0.377823,0.0131556,-0.0004667,14.0361996,42.4263992,0.401361,592.4899902,5.97297,1.80436,0.0053365,2,100,215,7527.669922,2591.139893,0
816,109.73 ,32.45 ,102.5289993,605,579.3959961,0.333484,0.31855,-0.0025521,0.001988,8.7356901,30,0.717406,-49.4281006,2.43243,11.0021,0.0024145,1,1400,263,360,569.210022,1
817,109.77 ,32.45 ,83.2901993,554,60,0.503309,0.266911,-0.0005317,-0.0013472,15.9228001,300,0,72.0000992,-1.94595,7.3215199,0.0007636,1,1400,263,300,42.4263992,1
818,109.81 ,32.45 ,199.2899933,719,1348.329956,0.485539,0.330664,0.0037138,0.0002977,19.4512005,0,0,20.5965996,2.2973001,3.7772701,0.0011179,2,1400,204,1224.130005,1218.23999,1
819,109.70 ,32.52 ,212.470993,702,0,0.283224,0.276582,-0.0037145,-0.0002836,12.2601004,42.4263992,0.246777,-18.9701004,-0.027027,11.0021,0.0003151,1,1400,208,4402.240234,5809.319824,1
820,109.71 ,32.52 ,264.5599976,718,60,0.219618,0.24104,0.002372,-0.0002337,19.3708,90,0.68296,68.9128036,2.8108101,5.3421402,0.0016257,1,1400,265,4271.810059,5533.430176,1
821,109.70 ,32.52 ,87.1376038,691,60,0.203439,0.246151,0.0017352,-0.0009684,18.4563999,120,1.62108,-62.2089996,-1.89189,11.9183998,0.0007994,1,1400,265,4522.939941,5312.970215,1
822,109.68 ,32.53 ,100.4909973,777,551.5430298,0.232459,0.336557,-0.0040765,-0.0011035,24.5911999,210,0.895158,-144.3500061,-4.7837801,12.3884001,0.0011914,2,1400,217,6983.240234,5275.649902,1
823,109.68 ,32.54 ,94.5738983,789,120,0.320173,0.382816,0.0053966,0.00041,22.6847992,300,0.39971,274.4060059,4.3513498,5.9835801,0.0015741,2,300,217,7243.680176,5477.120117,1
824,109.67 ,32.53 ,63.4348984,808,192.0939941,0.199819,0.298484,-0.0029814,-0.0004131,12.6043997,746.9849854,0.608272,175.6999969,-3.94595,11.7075005,0.0011556,2,1400,209,7851.180176,3925.879883,1
825,109.68 ,32.55 ,263.9909973,863,603.7379761,0.490136,0.226088,0.0027056,-0.0002647,17.6623001,90,0.485524,-297.3640137,0.216216,11.6952,0.0011962,2,1400,209,7564.879883,6511.169922,1
826,109.67 ,32.55 ,221.9869995,831,742.1589966,0.53782,0.334774,0.001232,-0.0004197,24.1539993,84.8527985,0.354255,-133.8079987,2.1351399,11.4076004,0.0004366,2,1400,268,8409.639648,6348.740234,1
827,109.67 ,32.55 ,245.322998,914,1006.229981,0.543041,0.345637,0.0038078,0.0010539,34.1624985,0,1.00879,-12.5087996,5.89189,10.309,0.0023038,2,300,268,8530.349609,6566.779785,1
828,109.64 ,32.52 ,188.1300049,887,2715.290039,0.0714652,0.27042,-0.0089095,-0.0001127,13.2627001,572.132019,2.31004,3009.570068,-5.1351399,8.3678198,0.0019741,1,100,208,8556.519531,1490.369995,1
829,109.64 ,32.52 ,138.0130005,936,2678.25,0.0619497,0.398366,-0.0031073,-0.0023177,24.1539993,84.8527985,0.530404,-133.8079987,-5.8648601,11.4076004,0.0026336,1,300,208,8748.179688,1497.900024,1
830,109.62 ,32.58 ,45,967,711.1959839,0.190666,0.325162,0.0032141,-0.0037793,14.5352001,127.2789993,0.429013,-285.4190063,-6.8108101,11.6952,0.0045644,2,100,339,5376.109863,8700.469727,1
831,109.63 ,32.59 ,63.4348984,933,993.177002,0.250482,0.261898,0.0023851,-0.0030614,10.5553999,326.9849854,1.22429,1019.070007,-4.3783798,5.4209199,0.0041255,2,100,317,5965.479981,8966.589844,1
832,109.63 ,32.58 ,98.7462006,901,569.210022,0.25197,0.235798,-0.00501,-0.0005298,12.3646002,354.8529968,0.771856,-110.4850006,-2.97297,13.1992998,0.000566,1,1400,304,6341.290039,8471.75,1
833,109.63 ,32.58 ,176.423996,897,424.2640076,0.249597,0.391734,0.0024595,-0.0000916,14.9591999,60,0.678884,-83.6281967,-0.135135,11.4076004,0.0005059,1,1400,304,6318.540039,8221.589844,1
834,109.63 ,32.57 ,121.7590027,976,466.6900024,0.281457,0.350034,-0.0007456,-0.0006359,22.3738003,127.2789993,0.52742,48.3050003,-1.91892,5.6974502,0.0002209,1,300,304,6684.819824,7480.779785,1
835,109.65 ,32.57 ,15.2551003,838,0,0.352416,0.223262,-0.0011019,-0.0019085,10.7595997,180,0.0721428,873.2839966,-4.4054098,3.9219501,0.001839,1,1400,304,8576.120117,7482.580078,1
836,109.66 ,32.57 ,225,850,30,0.408534,0.270884,-0.002357,0.0013605,6.7213702,487.2789917,0.180295,534.1630249,1.10811,7.7968702,0.00058,2,1400,304,8745.299805,7682.459961,1
837,109.66 ,32.58 ,176.8200073,909,189.7369995,0.324694,0.375954,-0.0022643,-0.0008664,16.7236004,120,0.230353,241.8249969,-2.54054,4.5330601,0.0007604,1,300,304,8268.959961,9314.5,1
838,109.68 ,32.57 ,168.6900024,967,180,0.527025,0.352176,0.0233831,0.0013317,4.8575301,0,0,-205.2369995,8.8648701,10.309,0.0042238,2,100,219,9132.030273,8387.669922,1
839,109.70 ,32.56 ,122.276001,846,270,0.391648,0.215994,0.0005992,0.0011845,20.5328007,254.5579987,0.380376,-1860.119995,0.972973,12.2549,0.0006462,1,1400,268,7047.379883,9367.740234,1
840,109.70 ,32.57 ,128.6600037,820,90,0.392921,0.313485,-0.0063485,-0.0031573,6.0914798,242.1320038,6.0225902,-727.8410034,-7.4054098,15.1372995,0.0058675,1,1400,210,7489.009766,9948.469727,1
841,109.70 ,32.58 ,130.6009979,839,134.1640015,0.387028,0.247081,0.0017865,-0.0004795,17.0830994,296.9849854,0.331265,1211.199951,-1.2973,3.8619101,0.0002381,1,1400,316,7738.370117,10396.5,1
842,109.70 ,32.57 ,118.6100006,828,108.1669998,0.392921,0.247585,0.0016267,-0.0008397,11.7957001,42.4263992,0.0929384,-58.2570992,-3.6216199,11.0021,0.0009388,1,1400,210,7600.129883,10148.7002,1
843,109.72 ,32.57 ,90,889,1382.930054,0.541648,0.299671,0,-0.0016495,4.7636399,0,0.361396,-5848.209961,-4.4054098,12.6114998,0.0025948,1,300,301,6024.029785,10688,1
844,109.72 ,32.56 ,233.9730072,920,1060.660034,0.509921,0.283368,-0.0102268,0.0006045,12.7726002,362.1319885,0.872363,288.6700134,-4.5405402,8.7943897,0.0030034,2,1400,218,5616.009766,10558.7002,1
845,109.74 ,32.57 ,156.8009949,992,468.6149902,0.267788,0.293064,0.0005786,-0.0001798,20.8463001,212.1320038,0.530333,-727.3779907,1.3783799,12.7068005,0.0005596,1,1400,316,5948.25,12079.5,1
846,109.71 ,32.55 ,203.9620056,808,0,0.419049,0.311577,0.0084089,-0.0004617,18.1748009,0,0.901792,-24.0025997,2.5945899,10.309,0.0020811,1,300,267,5396.330078,8962.169922,1
847,109.72 ,32.54 ,210.4660034,747,60,0.364954,0.210912,0.0025199,-0.0011865,18.1966,42.4263992,0.11888,-45.8902016,-2.1891899,11.0021,0.0011285,1,1400,209,3908.98999,8512.599609,1
848,109.73 ,32.54 ,238.6710052,762,0,0.353157,0.344012,-0.0026535,-0.0003614,24.1688004,212.1320038,0.322789,-432.1099854,-6.3783798,12.6114998,0.0021029,2,100,267,3313.610107,8462.179688,1
849,109.74 ,32.55 ,112.3799973,755,150,0.41476,0.23543,0.0045917,-0.0022009,17.0356998,30,0.340812,242.0160065,-3.2973001,2.6996901,0.0022419,1,1400,267,3438.629883,9288.379883,1
850,109.74 ,32.55 ,74.7449036,758,189.7369995,0.40087,0.284294,0.0025187,-0.0004538,10.7595997,180,0.0420612,873.2839966,-1.4054101,3.9219501,0.0003062,1,1400,267,3907.48999,9919.530273,1
851,109.74 ,32.56 ,248.1990051,783,174.9290009,0.385374,0.201846,-0.0277476,-0.0013817,5.1287098,1845.810059,0.372813,-104281,-5.8378401,17.6464996,0.0036398,1,1400,218,3922.209961,10313.7998,1
852,109.74 ,32.54 ,309.8059998,755,308.868988,0.365325,0.231795,0.0008396,-0.0017317,7.4165401,424.2640076,0.237753,1347.119995,-5.05405,5.68571,0.0024928,2,1400,267,2466.030029,8676.280273,1
853,109.76 ,32.54 ,135,768,408.0440063,0.4522,0.25994,0.0044194,-0.0007908,10.6784,42.4263992,0.411032,182.7929993,3.3243201,2.98033,0.0011697,1,300,267,2070,9351.25,1
854,109.76 ,32.54 ,213.1109924,787,84.8527985,0.457864,0.290399,-0.000103,-0.0007999,24.5911999,169.7059937,0.301077,-90.2189026,-1.05405,11.9183998,0.0002543,1,1400,267,2224.459961,9480.759766,1
855,109.78 ,32.54 ,138.8139954,694,381.8380127,0.269902,0.29865,0.0142634,0.0002394,10.0467997,42.4263992,0.7318,43.0168991,3.8108101,4.4271002,0.0017841,1,1400,299,1965.400024,8845.929688,1
856,109.77 ,32.57 ,214.3800049,922,1560.290039,0.237971,0.307543,-0.0023713,-0.001068,20.9916,169.7059937,0.594965,-233.3880005,-4.4324298,11.9183998,0.001065,1,1400,210,5130.790039,11964.2002,1
857,109.80 ,32.56 ,230.9060059,811,270,0.287129,0.310301,-0.0014685,-0.000983,18.9622993,84.8527985,0.311959,10.1919003,-3.2973001,6.67803,0.0009962,2,100,210,5060.140137,9929.320313,1
858,109.80 ,32.57 ,162.1210022,1090,161.5549927,0.264208,0.4196,-0.0008411,-0.0023298,28.4967995,120,3.1949899,33.9305992,-3.2702701,6.4969501,0.0010939,2,100,210,5873.410156,10417.2998,1
859,109.81 ,32.57 ,156.2510071,1017,258.0700073,0.248055,0.226721,-0.0003206,-0.0007276,24.4757996,337.2789917,1.97111,-300.7619934,-1.08108,12.8739004,0.0001645,1,300,218,5977.459961,9951.910156,1
860,109.74 ,32.51 ,81.2537994,757,967.4710083,0.298893,0.268497,-0.0061526,-0.0002963,12.3646002,330,0.448289,-73.6568985,-4.5945902,12.7938995,0.0013123,1,1400,208,859.0689697,5638.879883,1
861,109.77 ,32.52 ,225,686,0,0.363618,0.285586,0.0033672,0,18.2619991,127.2789993,0.40544,-79.9190979,1.1351399,11.6952,0.0003116,1,1400,266,318.9039917,7305.790039,1
862,109.77 ,32.52 ,285.9450073,690,150,0.353402,0.205537,0.0022462,0.0013639,6.91817,42.4263992,0.586025,44.2070999,4.5405402,4.3997998,0.0015313,2,1400,266,391.1520081,7033.379883,1
863,109.78 ,32.51 ,34.6952019,652,90,0.399023,0.24218,0.0046886,-0.0011172,14.7630997,84.8527985,0.589846,-124.4889984,-0.297297,11.4076004,0.0009542,1,1400,265,216.3329926,6371.950195,1
864,109.79 ,32.52 ,105.9449997,612,301.4960022,0.346938,0.147179,-0.001555,-0.0003589,6.91817,90,0,88.4141006,-0.756757,5.0929499,0.0001086,1,1400,265,30,6680.910156,1
865,109.80 ,32.49 ,265.0299988,701,94.8683014,0.428469,0.238078,-0.0022538,-0.0006499,21.0457001,332.1319885,0.863386,-415.4859924,-3.7297299,12.6114998,0.0013649,1,1400,207,630.7139893,5196.5,1
866,109.81 ,32.49 ,174.8059998,622,510,0.407713,0.229523,-0.0041063,-0.0003379,10.4308004,90,0.666981,189.3710022,-0.675676,4.3312702,0.0005189,1,1400,206,523.927002,4815.819824,1
867,109.74 ,32.50 ,360,858,1040.099976,0.315207,0.22958,0,-0.001666,0.954841,0,0,169.5350037,-1.08108,4.4419298,0.0017368,1,1400,298,1548.709961,4635.27002,1
868,109.75 ,32.49 ,68.6294022,820,84.8527985,0.275568,0.288159,0.0055733,0.0008217,22.3738003,0,0.233997,12.0762997,7.97297,4.3111501,0.0042838,2,1400,298,1832.209961,4363.939941,1
869,109.77 ,32.47 ,198.4349976,663,1116.469971,0.372701,0.352225,0.0014757,0.000653,14.7630997,0,0.478328,-41.4963989,2.43243,10.309,0.0003923,1,300,296,469.5740051,910.934021,1
870,109.76 ,32.46 ,345.9639893,564,737.9019775,0.480054,0.261801,-0.0025363,-0.0000307,11.6485996,300,0.497843,-431.3469849,-2.2162199,12.7068005,0.0004173,1,1400,263,284.605011,67.0820007,1
871,109.78 ,32.45 ,225,547,0,0.495041,0.26971,0.0010714,-0.0012597,14.5352001,254.5579987,0.55349,-499.4819946,-2.8108101,12.2549,0.0007486,1,1400,263,270,465.7250061,1
872,109.84 ,32.45 ,48.3665009,659,42.4263992,0.382177,0.310593,0.0032836,-0.0001654,21.8698997,678.822998,0.789243,-62.1624985,0.513514,13.1422005,0.0005129,2,1400,205,375.8989868,740.9450073,1
873,109.84 ,32.45 ,26.5650997,645,228.4730072,0.36349,0.258536,0.0051678,-0.0000739,29.2059002,0,1.09718,40.3606987,2.1891899,3.1045401,0.0012163,2,100,205,268.3280029,1080.420044,1
874,109.83 ,32.46 ,248.1990051,531,84.8527985,0.366321,0.120673,0.005763,-0.0031054,10.1765003,30,0,56.0920982,-6.2162199,4.1616902,0.0044578,1,1400,213,67.0820007,2267.530029,1
875,109.73 ,32.54 ,180,729,123.6930008,0.293601,0.233102,0,-0.0018974,18.4349003,150,0,-79.2217026,-4.91892,12.1007004,0.0026152,1,300,208,2567.590088,7905.040039,1
876,109.63 ,32.48 ,143.1300049,721,1865.069946,0.107399,0.353991,-0.0018667,-0.0032635,18.4349003,314.5580139,0.48799,-184.8509979,-7,12.948,0.0037608,2,100,215,7568.799805,2054.290039,1
877,109.67 ,32.53 ,68.1986008,802,258.0700073,0.204797,0.385798,0.0029882,0.0024796,5.1287098,0,0,-67.8472977,1.81081,10.309,0.0033687,2,1400,209,7607.120117,4090.790039,1
878,109.82 ,32.52 ,73.8865967,690,216.3329926,0.297659,0.341708,-0.0004418,-0.0009195,37.9780998,90,0.976692,34.3700981,-5.4864898,6.0377998,0.0012047,2,100,216,3265.590088,5071.060059,1
879,109.61 ,32.50 ,169.5090027,756,432.6659851,0.0781154,0.297286,0.0020833,0.0001185,24.5911999,30,0.574015,-36.0876007,2.7026999,11.0021,0.0006168,1,1400,299,9807.980469,120,1
880,109.64 ,32.50 ,286.6990051,710,874.6430054,0.190913,0.191423,0.0008787,-0.0002576,19.1884003,162.4259949,0.812883,63.4425011,-0.783784,6.2357798,0.0002301,2,1400,208,6739.790039,379.4729919,1
881,109.65 ,32.49 ,188.7460022,650,256.3200073,0.220764,0.273399,-0.0007032,0.0006614,12.3646002,277.2789917,0.772475,-73.6568985,-0.621622,12.7938995,0.0001453,1,1400,298,5783.229981,42.4263992,1
882,109.65 ,32.49 ,202.6199951,641,120,0.233284,0.198069,0.0030951,-0.0001074,12.2250996,0,0.877818,-10.6542997,-0.0810811,10.309,0.0001458,1,300,298,5380.049805,0,1
883,109.66 ,32.48 ,239.0359955,619,94.8683014,0.25374,0.15632,0.0043715,-0.0015144,5.5507202,272.1319885,1.9446501,-350.7539978,-2.8648601,12.8739004,0.0009649,1,300,298,4441.009766,30,1
884,109.67 ,32.48 ,200.5559998,642,228.4730072,0.264333,0.251103,0.001924,-0.0004875,15.8970003,72.4263992,0.222597,17.2150993,0.378378,6.1538301,0.0002974,1,1400,298,4065.969971,67.0820007,1
885,109.67 ,32.48 ,206.5650024,618,84.8527985,0.264957,0.177452,0.0059629,-0.0008601,8.4787102,0,6.9906001,-41.6044998,-1.6216201,10.309,0.0006747,1,1400,265,3729.790039,30,1
886,109.67 ,32.48 ,194.9309998,626,42.4263992,0.279344,0.302231,0.0054704,-0.0007802,14.5064001,90,0.250596,-310.1180115,-1.08108,11.6952,0.0005997,1,1400,265,3287.699951,30,1
887,109.68 ,32.48 ,270,626,212.1320038,0.287302,0.209805,0,-0.001586,10.3888998,180,21.5433998,302.5750122,-3.2973001,4.9818902,0.0022341,1,300,265,3010.330078,123.6930008,1
888,109.68 ,32.47 ,209.7449951,619,339.4110107,0.281719,0.215535,-0.0045797,0.0000582,7.6530499,277.2789917,0.726082,1914.75,-0.027027,4.3749499,0.0001624,1,300,297,2428.52002,42.4263992,1
889,109.69 ,32.47 ,146.3099976,634,364.9660034,0.219143,0.290854,-0.0035558,0.0015057,6.85322,42.4263992,0.761608,38.4614983,2.51351,4.5390301,0.0006787,1,1400,297,1537.339966,67.0820007,1
890,109.69 ,32.47 ,155.5559998,594,642.0280151,0.228338,0.27686,0.0037979,0.0003262,11.3862,0,0.403259,-72.8606033,1.24324,10.309,0.0001578,1,300,297,1077.079956,30,1
891,109.70 ,32.47 ,180,603,752.3959961,0.295458,0.238441,0.0074074,0.001612,8.5307703,60,0.217065,-112.0299988,2.8378401,11.4076004,0.0006078,1,1400,264,973.4990234,90,1
892,109.70 ,32.47 ,225,604,829.7589722,0.315247,0.226943,0.002357,-0.0002721,6.7213702,247.279007,0.0093647,168.6829987,-1,6.6441898,0.0002709,1,1400,265,740.9450073,241.8679962,1
893,109.70 ,32.47 ,191.3099976,601,391.1520081,0.324329,0.217535,0.0080458,0.0001555,14.3029003,0,0.297939,-179.3370056,4.02703,10.309,0.0021629,1,1400,297,241.8679962,30,1
894,109.70 ,32.49 ,245.2250061,788,1415.099976,0.351993,0.235151,0.0091988,-0.0004863,13.4215002,0,0.221215,34.5060005,3,3.26126,0.0034011,2,1400,215,2539.389893,1950.920044,1
895,109.68 ,32.49 ,156.3710022,707,268.3280029,0.288922,0.128619,0.0016896,-0.0009271,16.2287006,0,0,17.2077007,-1.18919,3.9570401,0.001,1,1400,265,4143.910156,2005.52002,1
896,109.67 ,32.50 ,228.576004,835,67.0820007,0.248775,0.278431,0.0054806,-0.0007857,20.6994991,84.8527985,0.302959,-313.9360046,1.7027,11.4076004,0.0020788,1,1400,265,5088.689941,2083.870117,1
897,109.71 ,32.45 ,184.3990021,635,794.2919922,0.309967,0.329775,0.0025566,0.0005184,12.2601004,30,0,-18.9701004,4,11.0021,0.001366,1,1400,296,975.8070068,1087.060059,1
898,109.71 ,32.45 ,180,662,891.9639893,0.304947,0.278867,0.0066667,0,9.4623203,162.4259949,0.122482,6.7611499,1.32432,8.47472,0.0005823,1,1400,296,849.5880127,993.6300049,1
899,109.72 ,32.46 ,243.4349976,583,361.2479858,0.326337,0.195873,-0.0013251,-0.0010416,18.5419998,144.8529968,0.35586,-66.7081985,-1.6486501,12.2549,0.0005477,1,300,263,161.5549927,0,1
900,109.72 ,32.46 ,198.4349976,587,123.6930008,0.342662,0.190688,-0.0021082,0.0012172,3.0169599,0,0,-3.75842,-0.027027,10.309,0.0005094,1,1400,297,318.9039917,123.6930008,1
901,109.72 ,32.46 ,219.2890015,593,284.605011,0.365655,0.226976,0.0011959,0.0007627,13.3264999,84.8527985,0.273992,85.5577011,0.891892,4.5504298,0.0001326,1,1400,297,276.5859985,169.7059937,1
902,109.71 ,32.46 ,212.0050049,578,84.8527985,0.348338,0.052406,0.0057168,-0.000331,8.9356298,169.7059937,0.396884,-79.8438034,0.459459,11.9183998,0.0001954,8,1400,216,67.0820007,0,1
903,109.73 ,32.45 ,225,581,234.3070068,0.340298,0.2608,0.0039284,0.0005393,8.0494699,42.4263992,0.493512,-303.0090027,4.02703,11.0021,0.0013158,1,1400,263,84.8527985,120,1
904,109.73 ,32.46 ,57.9945984,584,228.4730072,0.34571,0.28337,0.0064315,0.001703,8.9356298,0,0,-15.9687996,4.3513498,10.309,0.0013006,1,1400,263,361.2479858,134.1640015,1
905,109.73 ,32.46 ,194.0359955,572,331.3609924,0.364191,0.273686,0.0123646,-0.000572,7.8255301,0,0.262563,1053.979981,3.3783801,-0.157933,0.001545,1,1400,297,807.7750244,590.9310303,1
906,109.74 ,32.46 ,246.0379944,560,30,0.366071,0.243957,0.0006978,-0.0006439,9.3218403,30,0.464011,-6.1984601,-1.94595,11.0021,0.0002524,1,1400,263,420,120,1
907,109.74 ,32.46 ,233.1300049,587,30,0.387237,0.198079,0.0040889,0.0005884,14.0361996,42.4263992,0.709825,592.4899902,4.10811,1.80436,0.0010794,1,1400,263,300,94.8683014,1
908,109.74 ,32.45 ,189.4620056,548,150,0.386349,0.0822808,-0.0047394,-0.0011681,5.7888298,300,0.275454,-177.8679962,-1.94595,12.7068005,0.0003352,8,1400,206,60,0,1
909,109.75 ,32.46 ,171.2539978,580,573.1489868,0.47544,0.307692,0.0061526,0.0002963,12.3646002,60,0.271197,-18.4141998,1.8648601,11.4076004,0.0004803,1,1400,263,330,390,1
910,109.76 ,32.46 ,51.3401985,658,30,0.446425,0.316457,0.0019046,0.0006591,12.0482998,42.4263992,0.114466,-34.2015991,3.54054,11.0021,0.0007916,2,1400,263,632.8510132,870,1
911,109.75 ,32.48 ,219.2890015,802,968.401001,0.375868,0.360294,0.0034948,0.000261,13.3264999,242.1320038,0.809415,199.6349945,0.459459,5.3977299,0.0001356,1,1400,297,2537.969971,2885.310059,1
912,109.74 ,32.49 ,214.5090027,853,618.4660034,0.343909,0.287733,0.0094808,-0.0012069,17.9319992,212.1320038,0.165629,-235.1909943,3.2432401,12.1007004,0.0027116,1,300,297,2744.469971,3589.229981,1
913,109.74 ,32.49 ,254.3580017,844,680.1469727,0.337301,0.308799,0.001764,-0.00059,23.3976994,60,0.267604,543.164978,0.297297,2.7022099,0.0003913,1,300,297,2609.310059,3719.030029,1
914,109.73 ,32.47 ,251.5650024,578,254.5579987,0.395294,0.20046,0.0028109,-0.0004283,8.9848804,120,0.0420612,-70.598999,-1.56757,11.9183998,0.0002446,1,1400,264,1930.52002,1809.229981,1
915,109.73 ,32.47 ,203.9620056,588,94.8683014,0.367214,0.178852,-0.0024424,-0.0012163,9.3218403,72.4263992,0.340872,-12.3969002,-0.972973,11.6952,0.0003996,1,300,264,1650,1341.640015,1
916,109.73 ,32.50 ,206.5650024,754,1081.670044,0.316355,0.219584,-0.02087,0.0004408,4.2626901,0,2.4065299,559.3770142,-4.8378401,4.8700199,0.0025509,1,1400,298,2269.909912,3978.25,1
917,109.73 ,32.50 ,234.4620056,773,1277.380005,0.293797,0.325295,0.006336,-0.0030365,8.1590099,199.7059937,9.0091896,-1429.209961,-6.3513498,13.0170002,0.0040924,1,1400,215,2262.959961,4056.110107,1
918,109.71 ,32.49 ,203.9620056,630,212.1320038,0.208207,0.285914,0.0043266,-0.0001486,9.3218403,0,0.321864,-3.0992301,0.810811,10.309,0.0005679,1,1400,207,3033.560059,2759.51001,1
919,109.71 ,32.50 ,120.0690002,658,0,0.208665,0.342363,-0.001219,0.0003694,20.0979996,42.4263992,0.314063,179.6349945,-0.459459,2.9977601,0.0003949,1,1400,265,3514.610107,3253.860107,1
920,109.71 ,32.50 ,225,646,67.0820007,0.199702,0.255559,0.0094281,-0.0021767,6.7213702,0,0.202127,112.4550018,-3.2432401,6.2387199,0.0016267,1,1400,265,3823.209961,3817.550049,1
921,109.71 ,32.50 ,65.5559998,654,192.0939941,0.209839,0.211707,0.0038924,-0.0007385,11.3862,0,0.41163,-72.8606033,-2.54054,10.309,0.0006303,1,1400,207,3956.929932,3805.389893,1
922,109.68 ,32.52 ,296.5650024,771,657.9509888,0.240536,0.202561,0.0119257,-0.0019835,4.2626901,0,6.2191801,62.1529007,-4.08108,2.6728001,0.0019723,2,1400,208,6377.879883,4508.890137,1
923,109.70 ,32.52 ,82.504097,738,60,0.239927,0.354427,0.0011924,-0.0001234,32.5700989,259.7059937,0.522471,542.3759766,0.162162,4.6653199,0.0005864,2,300,266,5042.229981,5373.27002,1
924,109.69 ,32.53 ,288.4349976,716,30,0.267444,0.235481,0.0010541,-0.0012491,11.9047003,120,0.335056,-116.8209991,-1.78378,11.9183998,0.0007808,1,1400,266,5456.779785,5749.52002,1
925,109.70 ,32.53 ,230.5279999,712,308.868988,0.308251,0.281484,-0.0006117,-0.0002739,20.1553993,424.2640076,0,1216.329956,-3.45946,4.4945898,0.0005081,1,1400,266,5259.25,6299.290039,1
926,109.70 ,32.52 ,167.7350006,730,152.970993,0.291494,0.209502,0.0011606,-0.0012637,21.4193993,210,0.439021,-154.4190063,-1.72973,12.3884001,0.0005609,1,1400,208,4644.189941,5822.779785,1
927,110.03 ,32.48 ,183.9450073,1037,657.9509888,0.661261,0.409441,0.0007247,0.0009589,25.8493004,144.8529968,0.639157,130.6560059,3.56757,5.1487002,0.0027482,2,100,206,5848.229981,10068.7998,0
928,109.87 ,32.58 ,63.4348984,1239,697.7819824,0.102441,0.303929,-0.0010842,-0.000088,22.2910004,84.8527985,0.523484,27.8225994,1.16216,5.67377,0.0001282,2,100,209,9295.639648,6451.049805,0
929,109.87 ,32.55 ,344.0549927,1062,1332.219971,0.049492,0.194111,0.0023844,0.0015263,31.2441998,0,0.354644,-5.2038202,4.97297,10.309,0.0022376,2,100,208,5164.970215,4406.729981,0
930,110.05 ,32.54 ,68.1986008,1338,1140,0.285506,0.257362,-0.0039843,0.0014661,15.0699997,84.8527985,0.190579,-88.9741974,2.91892,11.6952,0.0016704,2,100,208,8391.959961,7020.899902,0
931,109.85 ,32.47 ,77.1957016,743,432.6659851,0.437311,0.323297,-0.0003657,0.0014796,20.6070995,90,0.562821,-635.0189819,3.3513501,11.6952,0.0014276,2,100,296,510.8819885,465.7250061,0
932,109.88 ,32.47 ,189.4620056,774,499.2990112,0.395875,0.325123,0.0097751,0.0002262,11.4617996,0,0.21901,-59.6097984,4.94595,10.309,0.0023749,2,1400,205,2216.350098,2220.810059,0
933,109.95 ,32.50 ,330.4219971,965,1135.650024,0.28747,0.121016,0.0002255,-0.0006899,35.3391991,127.2789993,0.405158,119.1210022,-3.7837801,4.7948399,0.0006376,2,100,206,3852.399902,3331.219971,0
934,109.87 ,32.54 ,345.9639893,1253,1744.130005,0.0939653,0.308269,0.0156935,-0.0010168,7.8255301,0,0.162291,1053.979981,8.8378401,-0.157933,0.0051494,2,100,216,4652.419922,4573.009766,0
935,110.03 ,32.54 ,135,1370,1188.699951,0.204541,0.417578,-0.0007142,-0.0008197,37.8764,127.2789993,0.361844,21.5002995,-4.2432399,6.5069199,0.0006419,2,100,249,9733.370117,5615.450195,0
936,109.91 ,32.51 ,67.3800964,831,474.3420105,0.237262,0.246543,-0.0039296,-0.0004012,23.4286995,162.4259949,0.413253,2461.820068,-2.4054101,3.78953,0.0008147,2,100,207,1200,630.7139893,0
937,110.04 ,32.54 ,19.5366993,1242,1083.73999,0.276269,0.363869,0.0012634,0.0010313,28.7329006,84.8527985,0.310985,74.0404968,4.5945902,5.71666,0.0033184,2,100,208,8867.269531,6498.649902,0
938,109.89 ,32.46 ,333.4349976,761,641.3270264,0.492688,0.301236,-0.0076665,-0.0007046,14.6211004,229.7059937,0.666627,-627.7620239,-4.7567601,12.7068005,0.0021384,2,100,295,3066.02002,2562.850098,0
939,109.89 ,32.50 ,19.9831009,648,1158.02002,0.221378,0.19171,0.008107,0.0000805,11.0384998,0,0.125201,-697.927002,0.891892,10.309,0.0003846,2,1400,264,30,67.0820007,0
940,110.10 ,32.61 ,160.345993,1354,853.8150024,0.28529,0.368166,-0.0009537,0.0019386,26.3600998,42.4263992,0.170982,167.7570038,7.05405,3.06618,0.0037369,2,100,210,9387.889648,12900.2998,0
941,109.85 ,32.52 ,124.9919968,862,1584.050049,0.231894,0.380904,-0.0006415,0.0002074,22.1406994,212.1320038,0.684747,27.1180992,-0.351351,7.08571,0.000092,2,100,207,3529.820068,3453.129883,0
942,109.88 ,32.48 ,155.7720032,856,912.4140015,0.27025,0.357751,-0.0005561,0.0024699,20.0788002,42.4263992,0.621366,168.7839966,5.02703,3.06007,0.0024345,2,100,205,1395.890015,1370.839966,0
943,110.10 ,32.58 ,5.7105899,1208,997.2459717,0.593309,0.270953,-0.0050244,-0.0006182,33.8218002,234.8529968,0.729038,-271.6040039,-7.05405,12.6114998,0.0035165,2,100,209,7542.180176,11686.2002,0
