FID,X,Y,Aspect,DEM,DisToLinea,LineaDen,NDVI,Plan_Curva,Profile_Cu,Slope,Slope_Leng,STI,SPI,TPI,TWI,VRM,LULC_2015,habitat,GDP,DisFromRiv,DisFromRoa,target
0,109.95 ,31.63 ,333.4349976,1374,1650.819946,0.0409643,0.231471,0.0011926,-0.0022907,29.2059002,72.4263992,0.380175,121.0820007,-4.97297,4.2031498,0.0026445,2,100,191,5550,6365.729981,0
1,110.00 ,31.63 ,228.1450043,1011,1053.849976,0.228053,0.364292,0.0018152,-0.0050114,47.0451012,247.279007,1.74412,-18.9456997,-27.3514004,12.3884001,0.0232586,2,100,200,890.9550171,7560.120117,0
2,109.90 ,31.73 ,119.3580017,1825,967.4710083,0.316918,0.410229,-0.0028557,-0.0016737,31.4631996,656.9849854,0.102738,34.0923004,-7.02703,9.6294298,0.0034343,2,100,180,4024.030029,6308.350098,0
3,110.03 ,31.60 ,334.7990112,1407,1207.849976,0.160884,0.315183,0.0173294,0.0015606,17.3873005,0,0.0562917,-275.223999,16.3784008,10.309,0.0154842,2,100,191,1612.76001,12233,0
4,109.99 ,31.66 ,55.4915009,1919,2656.98999,0.0468652,0.381681,-0.0034927,0.0026523,32.9115982,84.8527985,0.679546,1195.819946,7.7027001,1.91304,0.003815,2,100,191,3405.229981,4885.950195,0
5,110.06 ,31.71 ,288.4349976,953,134.1640015,0.308247,0.248495,-0.0057975,0.0001739,22.8621006,621.8380127,0.307723,1817.01001,-4.4864898,7.1610999,0.00263,2,300,283,912.4140015,1318.979981,0
6,110.02 ,31.67 ,208.8869934,1596,1266.060059,0.260963,0.393741,0.0012495,0.0049613,47.8306999,0,0.298129,25.6179008,33.8377991,3.5590999,0.0340584,2,100,200,1471.219971,5270.870117,0
7,109.99 ,31.69 ,346.32901,1410,1647.540039,0.170361,0.0552613,0.001473,0.0014436,32.4011993,30,1.3876801,90.4776993,8.4054098,3.6835899,0.0036775,2,100,192,2095.070068,1865.310059,0
8,109.95 ,31.67 ,278.427002,780,600.75,0.149524,0.139992,0.0019048,-0.0019105,24.4612999,180,0.412039,-166.8549957,-6.2432399,12.2549,0.0066386,2,100,199,2736.590088,2940.149902,0
9,110.02 ,31.71 ,71.5650024,1461,1380.329956,0.177174,0.303173,-0.0016865,-0.0001539,27.7912998,120,0.307999,-78.669899,-1.43243,11.9183998,0.0049792,2,100,192,2250,3325.810059,0
10,109.95 ,31.57 ,267.8789978,1741,1103.900024,0.40195,0.406469,-0.0011458,-0.0012935,24.2423992,180,0.579773,-259.4230042,-5.2702699,12.2549,0.0015351,2,100,198,5675.629883,13290.09961,0
11,109.95 ,31.58 ,265.7109985,1757,632.8510132,0.345653,0.237626,-0.0001353,0.0003712,33.7643013,247.279007,0.420578,-365.6940002,-0.702703,12.7938995,0.0023483,2,100,198,5712.379883,12782.2998,0
12,110.02 ,31.62 ,239.3000031,1123,874.6430054,0.254409,0.353356,-0.005744,-0.0002001,31.8097,212.1320038,0.84981,137.0919952,-7.4054098,6.6775298,0.0034919,2,100,191,982.7000122,9968.719727,0
13,109.99 ,31.55 ,296.5650024,1411,692.6040039,0.287032,0.210456,-0.004174,0.0003657,20.4393005,1141.25,0.301331,-681684,-2.1891899,16.3750992,0.0008797,2,100,190,3994.060059,15633.09961,0
14,109.95 ,31.59 ,340.973999,1490,108.1669998,0.304469,0.277304,-0.0000485,-0.001159,27.0788994,653.9699707,0.522985,-2664.379883,-3.48649,13.8642998,0.0014739,2,100,190,5375.359863,10801,0
15,110.06 ,31.74 ,159.076004,1022,806.1019897,0.50243,0.411886,0.0031709,-0.0001606,31.2441998,0,0.760314,-5.2038202,3.45946,10.309,0.0015095,2,300,127,930.4840088,960,0
16,109.94 ,31.63 ,310.0299988,1831,2400.189941,0.0934059,0.302191,0.0074272,0.000273,28.5533009,337.2789917,0.332035,94.5252991,9.5945902,7.0493202,0.0052808,2,100,190,6090,7271.950195,0
17,110.07 ,31.64 ,300.4660034,1568,2658.01001,0.0388139,0.24587,-0.0084764,-0.0006383,33.3223991,344.5580139,1.4735399,-2665.969971,-17.1622009,13.7428999,0.01436,2,100,192,3932.860107,9025.610352,0
18,109.96 ,31.51 ,289.6539917,2103,1449.030029,0.0637403,0.327614,0.006304,0.0013112,36.6236,0,0.363447,-55.542099,12.7297001,10.309,0.0081399,2,100,186,9009.25,19760.5,0
19,110.05 ,31.63 ,185.7109985,1585,2238.77002,0.103071,0.403362,-0.0009195,0.0003243,45.1425018,60,0.38877,206.753006,0.351351,3.6681001,0.001181,2,100,200,3036.379883,10471.09961,0
20,109.99 ,31.63 ,80.5376968,1018,2040.880005,0.120444,0.378529,-0.0319912,0.0004584,5.7888298,422.1319885,0.0507197,-70953,-6.94595,18.6956005,0.0064884,2,100,199,1830.979981,7292.220215,0
21,110.01 ,31.67 ,343.3009949,1732,700.3569946,0.224931,0.30785,-0.0024751,0.0027956,34.8386993,72.4263992,0.206023,43.3260994,1.2973,6.2525101,0.0063153,2,100,200,1652.449951,4736.009766,0
22,110.01 ,31.68 ,128.6600037,1679,30,0.0983732,0.353326,0.0011004,0.0011354,17.7528,84.8527985,0.212514,-175.4219971,2.02703,11.4076004,0.0009995,1,1400,200,2319.530029,3937.320068,0
23,109.99 ,31.64 ,238.298996,1308,2490.179932,0.0779494,0.377361,-0.0002298,-0.000232,33.6652985,454.2640076,0.612395,-669.7769775,-1.18919,13.1992998,0.0011104,2,100,200,2418.120117,6410.810059,0
24,109.96 ,31.64 ,285.9450073,1284,1181.859985,0.0495037,0.208,0.0093734,-0.0016944,25.8892002,0,0.345713,28.3111992,3.6216199,3.4591401,0.0076992,2,100,199,4767.069824,5316.859863,0
25,110.07 ,31.68 ,343.1419983,1795,1806.48999,0.136218,0.16814,-0.0026586,-0.0000904,29.8859005,90,1.10139,-2941.959961,-4.8378401,11.6952,0.0046026,2,100,200,2643.070068,4567.100098,0
26,110.01 ,31.70 ,122.4710007,1903,1916.719971,0.196861,0.294012,0.0349947,-0.0050224,12.2601004,0,0.186227,-9.4850597,5.5675702,10.309,0.0193167,2,100,192,2858.040039,3308.310059,0
27,110.07 ,31.68 ,307.4760132,1932,2418.679932,0.0490906,0.177797,-0.0010737,-0.0012727,32.2123985,212.1320038,0.654741,184.022995,-8.7837801,5.1708498,0.0045755,2,100,126,3301.639893,4658.120117,0
28,109.96 ,31.53 ,108.7779999,1464,276.5859985,0.0904814,0.410428,0.0002426,-0.0003253,41.3536987,120,1.30652,84.4922028,-3.5945899,5.58461,0.0004552,2,100,153,7724.930176,17885.69922,0
29,110.05 ,31.64 ,1.59114,1322,2418.120117,0.134521,0.228801,-0.0097895,-0.0008486,30.9734993,162.4259949,0.0273379,-85.2735977,-17.8108006,12.1007004,0.0187114,2,100,200,3035.790039,9393.070313,0
30,109.93 ,31.58 ,358.1520081,1625,169.7059937,0.227177,0.189573,-0.0011138,-0.0019331,27.3360004,247.279007,0.507407,-327.4389954,-6.6486502,12.3884001,0.0039282,2,100,190,7461.379883,13021.40039,0
31,110.05 ,31.55 ,190.3049927,1908,1866.040039,0.117376,0.393674,-0.0198921,-0.0022844,10.5553999,90,0.611001,955.3800049,-11.1080999,5.35639,0.011053,2,100,60,4111.75,18151.90039,0
32,110.06 ,31.67 ,178.897995,1406,1025.280029,0.151746,0.371675,-0.0019211,0.0009581,40.9196014,210,0,18.9801998,2.48649,8.0178804,0.0018359,2,100,200,2220.810059,5663.009766,0
33,109.94 ,31.74 ,352.4049988,1329,174.9290009,0.251667,0.236174,-0.0017699,-0.00054,45.2523994,204.8529968,0.378084,773.9730225,-7.10811,4.3097401,0.002275,2,100,193,3720,4001.26001,0
34,110.07 ,31.67 ,162.1809998,1528,1900.449951,0.0719665,0.460817,-0.0002489,-0.0011183,26.1131992,540,0.446414,850.7509766,-2.7837801,5.9451499,0.0006296,2,100,192,3150.139893,5850,0
35,109.92 ,31.53 ,38.6598015,2469,523.927002,0.0662745,0.124309,0.009345,-0.0022798,28.0841007,84.8527985,0.587609,-17.3306999,10.4595003,11.4076004,0.0107649,2,100,152,9819.540039,18539.59961,0
36,110.00 ,31.53 ,126.0979996,1816,2472.590088,0.0196854,0.418765,0.0022289,-0.0009913,44.7146988,127.2789993,0.332183,107.9069977,-0.891892,4.8937101,0.0026253,2,100,60,5533.189941,18136.69922,0
37,110.07 ,31.74 ,92.563797,747,270,0.546182,0.396243,0.0003475,0.0012022,48.1833992,120,0.617288,267.3299866,10.7297001,4.4327898,0.0027343,2,100,127,241.8679962,240,0
38,110.02 ,31.64 ,108.8529968,1001,276.5859985,0.217318,0.408668,-0.0120135,-0.0027787,35.8320007,210,0.50723,1080.969971,-22.9459,4.6125698,0.0346105,2,100,200,445.9819946,7666.979981,0
39,109.97 ,31.69 ,53.6156006,976,708.0250244,0.186962,0.320233,-0.0015899,0.0000678,38.1918983,381.8380127,0.892519,161.1109924,-0.513514,6.32547,0.0001585,2,100,191,933.3809814,874.6430054,0
40,110.07 ,31.69 ,275.1940002,2039,2061.939941,0.193891,0.268345,0.0029931,0.0000075,20.2126007,30,0,284.6849976,5.1351399,2.5373099,0.0025783,2,100,126,2927.27002,3985.600098,0
41,109.98 ,31.64 ,184.5740051,1151,2711.310059,0.0337104,0.344212,0.0082154,-0.0013881,22.6847992,120,0.79827,124.7300034,0.783784,5.1951199,0.0050397,2,100,199,2524.639893,6762.52002,0
42,110.01 ,31.63 ,154.5370026,876,510.8819885,0.267563,0.349659,-0.0055788,0.0022033,21.1891994,272.1319885,0.469353,-651.2589722,-1.7027,13.3535004,0.0090484,2,100,199,276.5859985,8222.679688,0
43,109.93 ,31.60 ,244.654007,1914,1337.949951,0.2532,0.355123,0.0015209,0.0023539,19.3103008,84.8527985,0.4522,44.6724014,5.6756802,5.2002602,0.0027824,2,100,198,7424.319824,9977.019531,0
44,109.95 ,31.73 ,296.0299988,1340,1148.650024,0.415626,0.247303,0.0010625,0.0006569,38.5746994,0,1.0065,35.9627991,5.5675702,3.2199099,0.0066056,2,100,201,2525.169922,2700.830078,0
45,110.06 ,31.64 ,55.9541016,1418,2906.439941,0.0265159,0.401708,0.0013312,-0.0010851,36.6580009,127.2789993,0,-204.9589996,-2.02703,11.6952,0.0007477,2,100,200,3504.350098,8599.959961,0
46,109.93 ,31.58 ,101.0699997,1702,442.9450073,0.214941,0.377682,-0.0054588,-0.002535,37.9971008,102.4260025,0.278297,46.0620003,-15.0541,6.1912799,0.0124925,2,100,198,7227.069824,12427.2002,0
47,109.99 ,31.67 ,360,1789,1597.619995,0.0491881,0.408053,0,0.0014441,17.5713005,30,0.110458,-199.2449951,-0.864865,11.0021,0.0068292,2,100,200,3570,3958.409912,0
48,110.01 ,31.67 ,132.2070007,1403,1140,0.185996,0.41517,0.0000559,-0.0000201,44.0545006,169.7059937,0.622184,10.8476,-5.97297,7.63732,0.0004792,2,100,200,2441.820068,4649.609863,0
49,110.04 ,31.71 ,143.326004,992,636.3959961,0.324486,0.460429,-0.0007401,0.0006715,44.3238983,84.8527985,0.372373,31.9943008,4.5405402,5.53406,0.000992,2,100,201,641.3270264,1806.48999,0
50,109.99 ,31.62 ,1.90915,1710,2207.189941,0.143053,0.0844749,-0.0036236,0.0001045,26.5778008,210,0.585839,1898.329956,-2.89189,3.41255,0.002034,2,100,199,2250,8088.939941,0
51,110.02 ,31.52 ,336.5409851,2162,1659.52002,0.105008,0.162957,-0.0024912,-0.0007646,43.9179001,187.279007,0.854487,-25.1450996,-8.4594603,12.8739004,0.0023412,2,100,60,5391.740234,19770.90039,0
52,110.01 ,31.73 ,146.6340027,1388,607.4539795,0.190961,0.417355,0.0042087,-0.0005662,39.2899017,127.2789993,1.09083,-6005.720215,1.89189,11.6952,0.0019484,2,300,201,2865.75,2797.889893,0
53,109.94 ,31.58 ,14.0361996,1547,0,0.290405,0.289993,0.0002378,-0.0010547,15.3695002,60,0.240258,-31.6784,-1.02703,11.4076004,0.0007145,2,300,190,6466.720215,12526.59961,0
54,109.96 ,31.53 ,161.0749969,1414,169.7059937,0.0773957,0.435834,0.0022598,0.0001684,31.6608009,30,0.344797,14.9902,3.10811,5.4812899,0.0012078,2,1400,153,8220,18270.90039,0
55,110.04 ,31.56 ,52.3524017,1447,1339.290039,0.0570516,0.368604,0.0031275,-0.0052612,36.3804016,314.5580139,0.713364,-1397.969971,-17.9459,12.7938995,0.0155696,2,100,190,3585.600098,16417.5,0
56,109.89 ,31.72 ,161.5650024,1769,1200,0.371326,0.425713,-0.0045677,0.0022151,17.5484009,596.9849854,1.7265199,-9552.339844,2.3513501,14.7862997,0.0027521,2,100,172,4087.050049,6638.339844,0
57,110.06 ,31.62 ,197.2409973,1655,1480.069946,0.054015,0.396505,-0.0001453,0.0008415,26.8428001,60,0.0000409,-642.0960083,3.7297299,11.4076004,0.0010916,2,100,200,3846.669922,11224.90039,0
58,109.96 ,31.69 ,266.6340027,783,582.4949951,0.290962,0.314358,-0.0000574,0.0000214,29.5811996,330,1.0499099,1332.430054,-2.5945899,4.5774498,0.0002294,2,300,282,800.5,737.9019775,0
59,109.95 ,31.55 ,164.9819946,1840,1710.26001,0.191198,0.413995,0.0021609,-0.0002273,35.2793999,30,0,52.8227997,4.7837801,4.2217498,0.001387,2,100,190,6828.209961,15426.59961,0
60,109.99 ,31.58 ,174.6439972,1277,390,0.379857,0.373725,-0.0069717,0.0006553,28.1767006,399.4110107,0.360907,-32.3198013,-1.97297,12.7068005,0.0094893,2,100,190,1879.26001,12350.40039,0
61,109.92 ,31.73 ,116.5650024,1619,745.1849976,0.486406,0.406504,-0.0004969,0.0018596,24.0948009,0,0.949646,-50.8633003,1.5945899,10.309,0.0026106,2,100,200,4389.649902,5252.140137,0
62,110.00 ,31.65 ,146.8890076,1788,2106.419922,0.156389,0.385339,-0.0025776,0.0008871,61.3535995,42.4263992,0.331166,-646.2020264,8.8918896,11.0021,0.0026578,2,100,191,2142.639893,6262.029785,0
63,110.03 ,31.69 ,60.0863991,1394,1032.280029,0.20831,0.332823,0.0034563,-0.0004051,54.5331993,84.8527985,0.805965,188.8569946,11.1351004,3.75863,0.0053544,2,100,200,954.8300171,4376.709961,0
64,109.95 ,31.52 ,63.4348984,1887,1382.930054,0.0488486,0.123252,0.0002385,0.0010009,42.9748993,127.2789993,0.697473,-189.9830017,13.5676003,11.6952,0.0031918,2,100,153,9683.870117,19396.90039,0
65,110.00 ,31.70 ,185.3890076,1735,1953.689941,0.154874,0.385145,-0.0008637,0.0021809,41.5811996,102.4260025,0.654928,137.1040039,14.1892004,5.1005301,0.0066891,2,100,192,2561.27002,2357.629883,0
66,110.01 ,31.61 ,306.1929932,895,174.9290009,0.249654,0.225771,0.0043781,-0.0014008,40.2554016,127.2789993,0.63793,-79.5250015,3.51351,11.6952,0.0029255,2,100,191,295.4660034,10311.7002,0
67,109.98 ,31.57 ,119.7450027,1593,499.2990112,0.313872,0.451687,0.0072513,0.0012471,15.0424004,0,0.325965,-23.5531998,9.2432404,10.309,0.0032206,2,100,198,3569.5,14200,0
68,110.01 ,31.55 ,51.0089989,1449,1083.73999,0.0864495,0.345952,-0.004678,-0.0017723,24.2423992,277.2789917,0.368095,-481.7860107,-6.5135102,12.8739004,0.0044822,2,100,198,4290.419922,17199.80078,0
69,110.07 ,31.66 ,180,1343,2352.280029,0.0605916,0.422503,-0.0053333,-0.0013109,22.6198997,384.8529968,0.749661,523.5490112,-8.2162199,6.8978701,0.0043093,2,100,192,3231.23999,6872.549805,0
70,110.00 ,31.61 ,161.1750031,1368,771.2979736,0.219842,0.390126,-0.0034602,0.000501,37.7677002,349.7059937,0.991411,43.2543983,-7,9.1243401,0.0024986,2,300,199,1371.170044,9487.830078,0
71,110.00 ,31.69 ,90,1723,660,0.0741038,0.359398,0.0333333,0.0022185,1.90915,0,0.239024,-85.254303,5.94595,10.309,0.0027245,2,100,192,2889.050049,3118.27002,0
72,109.93 ,31.62 ,350.9100037,1876,1618.050049,0.07918,0.0945422,-0.0014891,0.000065,40.1621017,450,0.676323,-387.0429993,-4.5945902,13.0815001,0.0007623,2,100,198,6609.810059,7897.350098,0
73,109.94 ,31.59 ,10.0080004,1659,484.6650085,0.299483,0.338707,-0.0034666,0.0008852,16.0510998,90,0.535522,42.8757019,0.567568,5.81668,0.0006726,2,100,190,6080.240234,11368.90039,0
74,110.07 ,31.71 ,43.2643013,1090,335.4100037,0.317233,0.259966,-0.0042338,0.0008837,21.2604008,169.7059937,0.897514,-134.4459991,-3.8378401,11.9183998,0.0010322,2,100,283,1994.040039,1956.449951,0
75,109.91 ,31.60 ,170.5379944,2004,2170.179932,0.0708039,0.362887,0.0328798,0.0005471,5.7888298,0,0.0026163,-16.1697998,9.4054098,10.309,0.011154,2,100,170,5686.560059,10419.2998,0
76,109.93 ,31.54 ,349.04599,1554,2135.909912,0.09631,0.237177,0.0005527,-0.0005866,27.7558002,720,0.67219,-427.9450073,-1.5945899,13.5277996,0.0003559,2,100,153,8914.089844,17227.5,0
77,109.97 ,31.57 ,5.1944299,1565,400.25,0.374356,0.336716,0.0108593,-0.0008447,10.4308004,30,0.371938,94.6856003,0.945946,3.6381299,0.0023962,2,100,198,4108.689941,13474.09961,0
78,110.00 ,31.59 ,23.6294003,1567,976.7290039,0.346608,0.176273,0.002232,-0.0001207,41.1278992,0,0,8.8598099,2.2432401,4.6208701,0.0023472,2,100,190,1194.359985,11808.2998,0
79,110.02 ,31.63 ,345.3789978,1266,720,0.288954,0.0897523,-0.0003673,0.0001401,38.3905983,102.4260025,0.479166,124.185997,5.02703,5.1994901,0.0009362,2,100,191,752.3959961,9017.780273,0
80,109.99 ,31.54 ,351.2539978,2198,1946.540039,0.16146,0.339328,0.0013184,0.0023196,12.3646002,0,0.203059,-6.1380801,9.6486502,10.309,0.0065054,2,100,198,5298.549805,17321.90039,0
81,110.04 ,31.69 ,83.2901993,678,60,0.257393,0.310243,0.0074305,-0.000403,15.9228001,30,11.1000996,13.0909004,1.16216,5.6167698,0.0037883,2,100,192,60,3231.100098,0
82,110.03 ,31.70 ,56.9761009,1028,42.4263992,0.274849,0.331781,-0.0097155,-0.0000212,21.6809006,84.8527985,4.5050702,-28.8551998,-7.3783798,11.4076004,0.0046105,1,100,200,906.9730225,2837.340088,0
83,109.97 ,31.65 ,8.9726295,1537,2400.189941,0.0569689,0.239111,0.0017797,0.0006449,32.6671982,90,0.784783,362.6430054,5.2972999,3.6815701,0.0050041,2,100,191,4411.629883,4719.160156,0
84,110.06 ,31.68 ,314.3840027,1379,914.3850098,0.2122,0.073789,0.0002477,-0.0005934,47.6245003,296.9849854,0.598867,131.2890015,-0.108108,6.0838799,0.0003513,2,100,200,1529.709961,4215.399902,0
85,110.06 ,31.73 ,116.0029984,804,510,0.50346,0.376899,0.0027676,-0.0007812,37.2457008,0,0.389464,-14.6175003,0.621622,10.309,0.0006581,1,1400,127,593.9699707,551.5430298,0
86,109.98 ,31.56 ,338.4049988,1193,67.0820007,0.291304,0.0726735,0.0062094,-0.0016011,40.7084999,0,1.08426,-3.98929,2.2162199,10.309,0.0083291,2,100,198,3819.320068,15003.2002,0
87,110.06 ,31.69 ,257.125,1283,816.0880127,0.291697,0.351991,0.0021219,-0.0004513,30.8952999,180,0.303378,-120.3990021,2.7567599,12.2549,0.0006234,2,100,282,1328.160034,2925.879883,0
88,110.03 ,31.74 ,235.1759949,1731,1248.52002,0.210916,0.379559,0.010418,0.0001006,25.030899,0,0.397109,-3.06616,9.0540504,10.309,0.01373,2,100,201,3224.409912,2900.23999,0
89,110.07 ,31.72 ,25.9423008,727,381.8380127,0.36305,0.302573,-0.0018547,-0.0014679,34.4411011,422.1319885,0.509356,-80.7067032,-7.5675702,13.4443998,0.0046437,2,100,283,954.8300171,845.3400269,0
90,109.96 ,31.65 ,338.8389893,1262,1506.589966,0.0616776,0.35344,0.0073324,-0.0008597,28.9876003,0,0.204587,25.9554996,3.45946,3.54601,0.0040627,2,100,199,4674.029785,4913.040039,0
91,109.99 ,31.73 ,291.3179932,837,335.4100037,0.285961,0.306571,0.0023523,-0.0000308,36.2608986,0,0.0786807,-224.9589996,0.891892,10.309,0.0013618,2,100,283,300,408.0440063,0
92,110.04 ,31.54 ,66.8013992,1951,2161.870117,0.0924571,0.359402,0.0042511,-0.0022281,20.8463001,0,0.697097,-66.1252975,-1.2973,10.309,0.0025436,2,100,60,4530.890137,19002.30078,0
93,110.05 ,31.65 ,29.0545998,1334,1909.189941,0.188026,0.29501,-0.0019853,0.0035175,9.7367802,0,0,9.6759996,7.5135102,4.5327501,0.0072035,2,100,192,2363.729981,7682.870117,0
94,109.98 ,31.69 ,294.3049927,1078,1018.229981,0.181346,0.23913,-0.0007437,0.0006433,29.5494003,259.7059937,0.372111,1083.189941,4.89189,4.6105199,0.0020231,2,100,191,1379.02002,1126.099976,0
95,109.97 ,31.70 ,98.1300964,595,228.4730072,0.239081,0.402176,0.006034,0.0003918,6.7213702,30,0,28.1138,-1.32432,4.8524299,0.0004257,2,100,282,108.1669998,123.6930008,0
96,110.05 ,31.73 ,255.0690002,753,324.5,0.341401,0.319552,0.0016928,-0.0019097,14.5064001,150,2.0811801,-465.177002,-6.1621599,12.1007004,0.0069866,2,100,201,827.5869751,690,0
97,109.94 ,31.55 ,164.5780029,1506,1721.540039,0.0839957,0.396353,0.0072653,0.0009696,26.6285992,0,0.303854,399.5280151,9.02703,0.81211,0.0044798,2,100,198,7648.180176,16140.40039,0
98,109.97 ,31.70 ,321.9110107,764,276.5859985,0.267291,0.251766,-0.0029235,0.0011172,38.0791016,42.4263992,0.367496,23.9622002,3.1351399,5.0122099,0.0010546,2,100,282,127.2789993,534.1350098,1
99,109.95 ,31.69 ,318.6520081,660,210,0.389209,0.143649,-0.0018069,-0.0004437,29.0314999,254.5579987,0.519732,198.4570007,-4.7027001,5.4036398,0.0018193,2,100,282,30,90,1
100,110.05 ,31.72 ,122.6610031,613,30,0.318239,0.39328,-0.0002894,-0.0020933,37.6711006,212.1320038,0,-5.0440302,-9.8648701,12.1007004,0.0037538,2,1400,201,466.6900024,161.5549927,1
101,110.01 ,31.58 ,239.5339966,1110,644.1270142,0.299733,0.333908,-0.0001217,-0.0023472,18.1966,144.8529968,0.594545,-137.6710052,-4.5135102,12.1007004,0.0015779,2,100,190,240,13249.59961,1
102,110.02 ,31.64 ,250.8209991,800,150,0.221548,0.403986,-0.0020359,-0.0015525,22.0902996,120,0.356262,14.9154997,-4.5135102,7.3188701,0.0018711,2,1400,200,270,8100,1
103,110.04 ,31.67 ,259.9920044,772,30,0.276771,0.229534,-0.0009396,-0.001095,29.9171009,180,0.577524,-2913.120117,-5.2972999,12.2549,0.0016927,2,100,283,240,5886.5,1
104,110.05 ,31.70 ,257.276001,831,558.0319824,0.310059,0.403269,-0.0069131,-0.0013069,27.9090004,1821.839966,0.888874,-7182.399902,-12.7838001,16.7483006,0.0081125,2,100,200,636.3959961,2462.929932,1
105,110.04 ,31.71 ,90,575,42.4263992,0.322911,0.196701,-0.0166667,-0.0022075,3.81407,0,0.129542,2078.350098,-6.1891899,8.0948801,0.0025979,1,1400,200,84.8527985,1392.01001,1
106,110.05 ,31.71 ,300.9639893,560,0,0.320302,0.0762875,0.0014572,-0.001359,16.2539005,386.9849854,0,200.4920044,-5.7027001,6.29741,0.0019059,8,300,200,30,713.09198,1
107,110.06 ,31.72 ,172.5690002,607,30,0.29646,0.285942,0.0024949,-0.0007826,21.1355,90,0.360671,-138.1589966,0.486486,11.6952,0.0021246,1,1400,201,234.3070068,180,1
108,110.05 ,31.72 ,111.8010025,567,94.8683014,0.32998,0.19572,-0.0049803,-0.0012936,15.0699997,60,0.393322,-66.7305984,-3.51351,11.4076004,0.0031978,1,1400,201,296.9849854,134.1640015,1
109,110.03 ,31.72 ,208.4429932,951,417.8519897,0.253376,0.272798,0.0018523,0.0014594,24.4612999,632.132019,0.393766,-476.730011,5.89189,13.3046999,0.0021582,1,1400,201,1718.400024,1815.930054,1
110,110.01 ,31.72 ,143.470993,1262,617.7379761,0.208313,0.348597,-0.0008435,0.0014208,29.2493,212.1320038,0.0000264,265.4509888,-0.162162,4.8044801,0.0008799,2,100,201,2832.419922,2918.030029,1
111,110.00 ,31.72 ,322.4309998,1170,30,0.152826,0.140938,0,0,28.6658001,212.1320038,0.528214,74.2881012,-1.78378,6.07796,0.0000539,2,100,200,2190.209961,2008.209961,1
112,109.98 ,31.71 ,301.32901,763,270,0.180434,0.141389,0.0061096,0.0000274,24.1688004,509.1170044,0.274261,-561.7420044,3.8108101,12.8739004,0.0015548,2,1400,192,735.4589844,375.8989868,1
113,110.00 ,31.74 ,194.6210022,961,161.5549927,0.288265,0.244727,0.0023232,0.0005997,21.6116009,187.279007,0.658305,-71.8011017,3.45946,12.1007004,0.0017902,1,300,283,1015.140015,999.0499878,1
114,110.02 ,31.76 ,272.0450134,997,1440.310059,0.329297,0.273744,0.0009306,-0.0007365,25.030899,729.4110107,2.15751,-190.102005,-1.54054,14.4361,0.0014034,2,100,201,1442.5,1284.060059,0
115,109.94 ,31.75 ,119.9820023,1325,502.8919983,0.239551,0.119936,0.0034264,0.0031452,26.5778008,42.4263992,0.190647,474.5830078,7.91892,2.0262499,0.0054321,2,100,201,3030,3909.330078,0
116,110.09 ,31.84 ,36.8698997,1060,900.5,0.221953,0.307792,-0.003,-0.0014081,33.6901016,381.8380127,1.12142,-353.7650146,-8.7837801,12.6114998,0.0033705,2,100,203,1320.339966,3085.189941,0
117,109.96 ,31.93 ,65.5559998,947,450,0.20202,0.318556,-0.0014077,-0.0022079,21.9379997,144.8529968,0.0301,-14.3617001,-9.6756802,12.5061998,0.0059299,2,300,203,3578.439941,7635.629883,0
118,109.98 ,31.93 ,222.2740021,794,182.4830017,0.284293,0.364043,-0.0061484,-0.0021633,13.9158001,187.279007,2.59975,1199.75,-6.8648601,4.1069698,0.0043472,2,300,286,2315.25,6619.740234,0
119,110.01 ,31.87 ,41.8202019,991,450,0.300295,0.337666,-0.0068269,-0.0020696,23.0214996,381.8380127,1.52564,500.0010071,-10.5404997,5.1929498,0.0094887,2,100,203,2100.209961,1524.109985,0
120,110.02 ,31.84 ,360,1242,1811.219971,0.230394,0.297442,0,0.0017787,21.8013992,30,0.273397,-11.5229998,6.2432399,11.0021,0.0034083,2,100,203,1544.339966,1556.530029,0
121,110.05 ,31.87 ,163.8869934,459,90,0.383622,-0.0167777,0.0030688,-0.0011733,37.9780998,132.4259949,0,42.9626999,-4.4324298,6.2609401,0.0030862,2,100,203,210,180,0
122,110.00 ,31.90 ,57.8476982,530,1559.130005,0.181401,0.307834,-0.0053635,-0.0013489,34.5668983,459.4110107,0.0000409,3.64905,-16.9188995,10.6378002,0.015212,2,1400,195,212.1320038,4074.919922,0
123,110.08 ,31.95 ,237.6799927,694,1194.73999,0.288861,0.412172,-0.00056,0.0002012,44.0205002,84.8527985,0.505862,3.4368501,-1.83784,7.7650599,0.0016881,2,1400,204,827.5869751,563.6489868,0
124,110.01 ,31.91 ,234.3240051,1048,1317.949951,0.0707944,0.256305,-0.0002102,-0.0012422,38.6659012,84.8527985,0.210478,130.4199982,-7.4054098,4.12886,0.0042928,2,100,286,1027.030029,3320.389893,0
125,110.02 ,31.85 ,157.7510071,455,94.8683014,0.276065,-0.010813,0.0019807,-0.0037556,21.6116009,961.2490234,0,-2381.399902,-7.2972999,15.6022997,0.006569,2,1400,203,212.1320038,90,0
126,110.10 ,31.87 ,219.8059998,1176,852.7600098,0.235731,0.405631,0.0011894,0.0067685,14.5925999,0,0.326837,-61.2605019,14.6757002,10.309,0.0184458,2,1400,286,1615.550049,3206.77002,0
